id,longitude,latitude,depth,time,common_name,species_name,size
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,67
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,42
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,55
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,59
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,78
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,41
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,74
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,65
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,70
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,64
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Bat star,Asterina miniata,57
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Rock scallop,Crassedoma giganteum,51
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Rock scallop,Crassedoma giganteum,57
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Rock scallop,Crassedoma giganteum,95
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Rock scallop,Crassedoma giganteum,53
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Rock scallop,Crassedoma giganteum,71
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Rock scallop,Crassedoma giganteum,55
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,99
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,98
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,92
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,119
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,63
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,119
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,114
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,110
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,120
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,104
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,117
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,118
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,110
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,88
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Kellet's whelk,Kelletia kelletii,114
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,100
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,90
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,59
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,71
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,87
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,94
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,79
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,106
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Wavy turban snail,Lithopoma undosum,100
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,72
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,58
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,69
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,57
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,54
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,70
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,70
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,63
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,70
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,63
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,59
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,86
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,68
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,64
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,65
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,55
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,93
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,71
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,60
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,61
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,57
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,72
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,92
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,52
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,49
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,67
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,56
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,60
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,74
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,57
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,63
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,69
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,72
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,58
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,54
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,70
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant keyhole limpet,Megathura crenulata,70
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,139
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,155
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,190
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,131
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,155
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,143
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,163
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,146
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,133
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,176
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,129
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,78
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,156
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,62
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,151
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,171
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,169
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,167
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,165
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,162
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,132
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,144
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,149
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,173
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,66
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,188
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,128
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,94
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,81
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,130
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,196
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,104
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,110
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,117
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,118
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,122
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,152
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,170
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,150
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,190
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,133
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,139
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,146
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,155
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,143
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,163
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,176
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Giant-spined sea star,Pisaster giganteus,131
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,47
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,29
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,28
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,36
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,49
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,67
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,68
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,27
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,23
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,49
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,35
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,29
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,29
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,36
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,21
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,42
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,31
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,28
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,23
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,58
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,40
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,29
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,73
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,47
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,54
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,34
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,43
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,33
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,35
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,23
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,29
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,23
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,40
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,28
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,37
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,31
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,44
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,37
Anacapa (Admiral's Reef),-119.4166667,34,16,2007-07-01T00:00:00Z,Red sea urchin,Strongylocentrotus franciscanus,22
